ID,Type,X,Y,Demand,Service Time,Early,Latest,Deadline,FE Cap,SE Cap
0,0,668807,1207736,0.0,0.0,0.0,0.0,0.0,750.0,160.0
1,1,677468,1188420,0.0,15.0,0.0,0.0,0.0,750.0,160.0
2,1,669900,1196622,0.0,15.0,0.0,0.0,0.0,750.0,160.0
3,1,676014,1196553,0.0,15.0,0.0,0.0,0.0,750.0,160.0
4,1,673588,1215215,0.0,15.0,0.0,0.0,0.0,750.0,160.0
5,1,671115,1194829,0.0,15.0,0.0,0.0,0.0,750.0,160.0
6,1,683064,1187126,0.0,15.0,0.0,0.0,0.0,750.0,160.0
7,1,672509,1193509,0.0,15.0,0.0,0.0,0.0,750.0,160.0
8,1,677347,1193583,0.0,15.0,0.0,0.0,0.0,750.0,160.0
9,1,675806,1197845,0.0,15.0,0.0,0.0,0.0,750.0,160.0
10,1,678616,1197749,0.0,15.0,0.0,0.0,0.0,750.0,160.0
11,3,672314,1212958,1.0,5.0,0.0,660.0,720.0,750.0,160.0
24,2,674282,1216906,2.0,5.0,0.0,660.0,0.0,750.0,160.0
47,2,673451,1216504,5.0,5.0,0.0,660.0,0.0,750.0,160.0
63,2,674474,1216357,2.0,5.0,0.0,660.0,0.0,750.0,160.0
64,2,671026,1212044,4.0,5.0,0.0,660.0,0.0,750.0,160.0
65,2,674616,1213499,2.0,5.0,0.0,660.0,0.0,750.0,160.0
66,2,675513,1216394,4.0,5.0,0.0,660.0,0.0,750.0,160.0
71,2,671016,1216866,4.0,5.0,0.0,660.0,0.0,750.0,160.0
77,3,673311,1215410,5.0,5.0,0.0,660.0,720.0,750.0,160.0
83,2,672367,1215545,35.0,15.0,0.0,240.0,0.0,750.0,160.0
86,2,671562,1216050,48.0,10.0,240.0,360.0,0.0,750.0,160.0
91,2,672610,1214353,44.0,10.0,240.0,360.0,0.0,750.0,160.0
92,2,673784,1215967,37.0,10.0,240.0,360.0,0.0,750.0,160.0
95,2,674224,1214162,43.0,10.0,240.0,360.0,0.0,750.0,160.0
98,2,671756,1213918,38.0,10.0,240.0,360.0,0.0,750.0,160.0
129,2,675879,1214629,17.0,5.0,180.0,420.0,0.0,750.0,160.0
