================================================================================
INITIALIZING BASELINE SOLVER (WITHOUT CLUSTERING)
Run ID: baseline_run_2025-12-12_15-10-17
Results for this run will be saved in: results\baseline_run_2025-12-12_15-10-17
================================================================================

Pre-processing for pruning candidate lists...
Pre-processing complete.

######################################################################
### STAGE 1: GENERATING INITIAL SOLUTION ###
######################################################################
--- Phase 1a: Greedy Insertion Construction ---
  -> Processing customer 1/128 (ID: 12)...  -> Processing customer 2/128 (ID: 95)...  -> Processing customer 3/128 (ID: 105)...  -> Processing customer 4/128 (ID: 79)...  -> Processing customer 5/128 (ID: 52)...  -> Processing customer 6/128 (ID: 19)...  -> Processing customer 7/128 (ID: 65)...  -> Processing customer 8/128 (ID: 106)...  -> Processing customer 9/128 (ID: 107)...  -> Processing customer 10/128 (ID: 85)...  -> Processing customer 11/128 (ID: 50)...  -> Processing customer 12/128 (ID: 24)...  -> Processing customer 13/128 (ID: 33)...  -> Processing customer 14/128 (ID: 121)...  -> Processing customer 15/128 (ID: 35)...  -> Processing customer 16/128 (ID: 53)...  -> Processing customer 17/128 (ID: 66)...  -> Processing customer 18/128 (ID: 126)...  -> Processing customer 19/128 (ID: 99)...  -> Processing customer 20/128 (ID: 21)...  -> Processing customer 21/128 (ID: 77)...  -> Processing customer 22/128 (ID: 5)...  -> Processing customer 23/128 (ID: 69)...  -> Processing customer 24/128 (ID: 83)...  -> Processing customer 25/128 (ID: 39)...  -> Processing customer 26/128 (ID: 88)...  -> Processing customer 27/128 (ID: 10)...  -> Processing customer 28/128 (ID: 4)...  -> Processing customer 29/128 (ID: 90)...  -> Processing customer 30/128 (ID: 82)...  -> Processing customer 31/128 (ID: 29)...  -> Processing customer 32/128 (ID: 104)...  -> Processing customer 33/128 (ID: 63)...  -> Processing customer 34/128 (ID: 76)...  -> Processing customer 35/128 (ID: 98)...  -> Processing customer 36/128 (ID: 62)...  -> Processing customer 37/128 (ID: 42)...  -> Processing customer 38/128 (ID: 75)...  -> Processing customer 39/128 (ID: 37)...  -> Processing customer 40/128 (ID: 54)...  -> Processing customer 41/128 (ID: 64)...  -> Processing customer 42/128 (ID: 41)...  -> Processing customer 43/128 (ID: 114)...  -> Processing customer 44/128 (ID: 44)...  -> Processing customer 45/128 (ID: 87)...  -> Processing customer 46/128 (ID: 81)...  -> Processing customer 47/128 (ID: 59)...  -> Processing customer 48/128 (ID: 45)...  -> Processing customer 49/128 (ID: 103)...  -> Processing customer 50/128 (ID: 25)...  -> Processing customer 51/128 (ID: 55)...  -> Processing customer 52/128 (ID: 73)...  -> Processing customer 53/128 (ID: 26)...  -> Processing customer 54/128 (ID: 100)...  -> Processing customer 55/128 (ID: 43)...  -> Processing customer 56/128 (ID: 109)...  -> Processing customer 57/128 (ID: 124)...  -> Processing customer 58/128 (ID: 70)...  -> Processing customer 59/128 (ID: 9)...  -> Processing customer 60/128 (ID: 58)...  -> Processing customer 61/128 (ID: 17)...  -> Processing customer 62/128 (ID: 93)...  -> Processing customer 63/128 (ID: 68)...  -> Processing customer 64/128 (ID: 101)...  -> Processing customer 65/128 (ID: 110)...  -> Processing customer 66/128 (ID: 120)...  -> Processing customer 67/128 (ID: 11)...  -> Processing customer 68/128 (ID: 27)...  -> Processing customer 69/128 (ID: 49)...  -> Processing customer 70/128 (ID: 40)...  -> Processing customer 71/128 (ID: 13)...  -> Processing customer 72/128 (ID: 84)...  -> Processing customer 73/128 (ID: 18)...  -> Processing customer 74/128 (ID: 71)...  -> Processing customer 75/128 (ID: 61)...  -> Processing customer 76/128 (ID: 8)...  -> Processing customer 77/128 (ID: 36)...  -> Processing customer 78/128 (ID: 108)...  -> Processing customer 79/128 (ID: 47)...  -> Processing customer 80/128 (ID: 48)...  -> Processing customer 81/128 (ID: 15)...  -> Processing customer 82/128 (ID: 51)...  -> Processing customer 83/128 (ID: 112)...  -> Processing customer 84/128 (ID: 122)...  -> Processing customer 85/128 (ID: 91)...  -> Processing customer 86/128 (ID: 111)...  -> Processing customer 87/128 (ID: 22)...  -> Processing customer 88/128 (ID: 96)...  -> Processing customer 89/128 (ID: 46)...  -> Processing customer 90/128 (ID: 115)...  -> Processing customer 91/128 (ID: 102)...  -> Processing customer 92/128 (ID: 23)...  -> Processing customer 93/128 (ID: 3)...  -> Processing customer 94/128 (ID: 127)...  -> Processing customer 95/128 (ID: 116)...  -> Processing customer 96/128 (ID: 60)...  -> Processing customer 97/128 (ID: 125)...  -> Processing customer 98/128 (ID: 56)...  -> Processing customer 99/128 (ID: 118)...  -> Processing customer 100/128 (ID: 92)...  -> Processing customer 101/128 (ID: 86)...  -> Processing customer 102/128 (ID: 94)...  -> Processing customer 103/128 (ID: 28)...  -> Processing customer 104/128 (ID: 74)...  -> Processing customer 105/128 (ID: 113)...  -> Processing customer 106/128 (ID: 80)...  -> Processing customer 107/128 (ID: 67)...  -> Processing customer 108/128 (ID: 32)...  -> Processing customer 109/128 (ID: 30)...  -> Processing customer 110/128 (ID: 119)...  -> Processing customer 111/128 (ID: 129)...  -> Processing customer 112/128 (ID: 7)...  -> Processing customer 113/128 (ID: 57)...  -> Processing customer 114/128 (ID: 78)...  -> Processing customer 115/128 (ID: 14)...  -> Processing customer 116/128 (ID: 72)...  -> Processing customer 117/128 (ID: 117)...  -> Processing customer 118/128 (ID: 123)...  -> Processing customer 119/128 (ID: 89)...  -> Processing customer 120/128 (ID: 16)...  -> Processing customer 121/128 (ID: 128)...  -> Processing customer 122/128 (ID: 20)...  -> Processing customer 123/128 (ID: 130)...  -> Processing customer 124/128 (ID: 34)...  -> Processing customer 125/128 (ID: 38)...  -> Processing customer 126/128 (ID: 97)...  -> Processing customer 127/128 (ID: 6)...  -> Processing customer 128/128 (ID: 31)...

>>> Greedy construction complete!
--- Phase 1a Complete. Pre-LNS Cost: 18317.52 ---

--- Phase 1b: Local Search Refinement (Restrictive LNS) ---
--- Starting Local Search Refinement ---
  LNS Iter    1/250 | Current:   18317.52, New:   18059.94, Best:   18317.52 -> ACCEPTED (NEW BEST!)
  LNS Iter   75/250 | Current:   12919.17, New:   12996.05, Best:   12919.17
  LNS Iter   76/250 | Current:   12919.17, New:   13102.84, Best:   12919.17
  LNS Iter   77/250 | Current:   12919.17, New:   14254.56, Best:   12919.17
  LNS Iter   78/250 | Current:   12919.17, New:   13767.26, Best:   12919.17
  LNS Iter   79/250 | Current:   12919.17, New:   13972.73, Best:   12919.17
  LNS Iter   80/250 | Current:   12919.17, New:   13176.57, Best:   12919.17
  LNS Iter   81/250 | Current:   12919.17, New:   13441.52, Best:   12919.17
  LNS Iter   82/250 | Current:   12919.17, New:   13958.82, Best:   12919.17
  LNS Iter   83/250 | Current:   12919.17, New:   13473.86, Best:   12919.17
  LNS Iter   84/250 | Current:   12919.17, New:   13448.05, Best:   12919.17
  LNS Iter   85/250 | Current:   12919.17, New:   13414.32, Best:   12919.17
  LNS Iter   86/250 | Current:   12919.17, New:   13243.06, Best:   12919.17
  LNS Iter   87/250 | Current:   12919.17, New:   12906.63, Best:   12919.17 -> ACCEPTED (NEW BEST!)
  LNS Iter   88/250 | Current:   12906.63, New:   12466.00, Best:   12906.63 -> ACCEPTED (NEW BEST!)
  LNS Iter   89/250 | Current:   12466.00, New:   13257.51, Best:   12466.00
  LNS Iter   90/250 | Current:   12466.00, New:   14221.20, Best:   12466.00
  LNS Iter   91/250 | Current:   12466.00, New:   13843.19, Best:   12466.00
  LNS Iter   92/250 | Current:   12466.00, New:   13012.06, Best:   12466.00
  LNS Iter   93/250 | Current:   12466.00, New:   12745.41, Best:   12466.00
  LNS Iter   94/250 | Current:   12466.00, New:   14097.77, Best:   12466.00
  LNS Iter   95/250 | Current:   12466.00, New:   13588.98, Best:   12466.00
  LNS Iter   96/250 | Current:   12466.00, New:   14082.11, Best:   12466.00
  LNS Iter   97/250 | Current:   12466.00, New:   13692.95, Best:   12466.00
  LNS Iter   98/250 | Current:   12466.00, New:   13754.48, Best:   12466.00
  LNS Iter   99/250 | Current:   12466.00, New:   13869.12, Best:   12466.00
  LNS Iter  100/250 | Current:   12466.00, New:   13670.21, Best:   12466.00
  LNS Iter  101/250 | Current:   12466.00, New:   13198.51, Best:   12466.00
  LNS Iter  102/250 | Current:   12466.00, New:   14042.85, Best:   12466.00
  LNS Iter  103/250 | Current:   12466.00, New:   13771.45, Best:   12466.00
  LNS Iter  104/250 | Current:   12466.00, New:   14143.24, Best:   12466.00
  LNS Iter  105/250 | Current:   12466.00, New:   13136.43, Best:   12466.00
  LNS Iter  106/250 | Current:   12466.00, New:   13776.14, Best:   12466.00
  LNS Iter  107/250 | Current:   12466.00, New:   13430.16, Best:   12466.00
  LNS Iter  108/250 | Current:   12466.00, New:   13418.16, Best:   12466.00
  LNS Iter  109/250 | Current:   12466.00, New:   14167.87, Best:   12466.00
  LNS Iter  110/250 | Current:   12466.00, New:   13126.31, Best:   12466.00
  LNS Iter  111/250 | Current:   12466.00, New:   13609.23, Best:   12466.00
  LNS Iter  112/250 | Current:   12466.00, New:   15323.21, Best:   12466.00
  LNS Iter  113/250 | Current:   12466.00, New:   12681.19, Best:   12466.00
  LNS Iter  114/250 | Current:   12466.00, New:   13114.63, Best:   12466.00
  LNS Iter  115/250 | Current:   12466.00, New:   13145.10, Best:   12466.00
  LNS Iter  116/250 | Current:   12466.00, New:   13952.64, Best:   12466.00
  LNS Iter  117/250 | Current:   12466.00, New:   13526.60, Best:   12466.00
  LNS Iter  118/250 | Current:   12466.00, New:   13706.90, Best:   12466.00
  LNS Iter  119/250 | Current:   12466.00, New:   13473.79, Best:   12466.00
  LNS Iter  120/250 | Current:   12466.00, New:   13217.47, Best:   12466.00
  LNS Iter  121/250 | Current:   12466.00, New:   13426.16, Best:   12466.00
  LNS Iter  122/250 | Current:   12466.00, New:   14178.07, Best:   12466.00
  LNS Iter  123/250 | Current:   12466.00, New:   12607.32, Best:   12466.00
  LNS Iter  124/250 | Current:   12466.00, New:   13754.24, Best:   12466.00
  LNS Iter  125/250 | Current:   12466.00, New:   13112.40, Best:   12466.00
  LNS Iter  126/250 | Current:   12466.00, New:   12743.02, Best:   12466.00
  LNS Iter  127/250 | Current:   12466.00, New:   13735.36, Best:   12466.00
  LNS Iter  128/250 | Current:   12466.00, New:   14294.68, Best:   12466.00
  LNS Iter  129/250 | Current:   12466.00, New:   13524.05, Best:   12466.00
  LNS Iter  130/250 | Current:   12466.00, New:   12957.92, Best:   12466.00
  LNS Iter  131/250 | Current:   12466.00, New:   12506.72, Best:   12466.00
  LNS Iter  132/250 | Current:   12466.00, New:   13054.33, Best:   12466.00
  LNS Iter  133/250 | Current:   12466.00, New:   12689.43, Best:   12466.00
  LNS Iter  134/250 | Current:   12466.00, New:   13032.83, Best:   12466.00
  LNS Iter  135/250 | Current:   12466.00, New:   13305.37, Best:   12466.00
  LNS Iter  136/250 | Current:   12466.00, New:   13100.74, Best:   12466.00
  LNS Iter  137/250 | Current:   12466.00, New:   15053.42, Best:   12466.00
  LNS Iter  138/250 | Current:   12466.00, New:   13215.37, Best:   12466.00
  LNS Iter  139/250 | Current:   12466.00, New:   13265.88, Best:   12466.00
  LNS Iter  140/250 | Current:   12466.00, New:   13652.96, Best:   12466.00
  LNS Iter  141/250 | Current:   12466.00, New:   14442.01, Best:   12466.00
  LNS Iter  142/250 | Current:   12466.00, New:   12673.15, Best:   12466.00
  LNS Iter  143/250 | Current:   12466.00, New:   13212.59, Best:   12466.00
  LNS Iter  144/250 | Current:   12466.00, New:   14400.25, Best:   12466.00
  LNS Iter  145/250 | Current:   12466.00, New:   13466.54, Best:   12466.00
  LNS Iter  146/250 | Current:   12466.00, New:   13125.47, Best:   12466.00
  LNS Iter  147/250 | Current:   12466.00, New:   13635.12, Best:   12466.00
  LNS Iter  148/250 | Current:   12466.00, New:   13518.58, Best:   12466.00
  LNS Iter  149/250 | Current:   12466.00, New:   13568.99, Best:   12466.00
  LNS Iter  150/250 | Current:   12466.00, New:   13005.86, Best:   12466.00
  LNS Iter  151/250 | Current:   12466.00, New:   12921.81, Best:   12466.00
  LNS Iter  152/250 | Current:   12466.00, New:   12758.91, Best:   12466.00
  LNS Iter  153/250 | Current:   12466.00, New:   13143.13, Best:   12466.00
  LNS Iter  154/250 | Current:   12466.00, New:   13036.49, Best:   12466.00
  LNS Iter  155/250 | Current:   12466.00, New:   14086.13, Best:   12466.00
  LNS Iter  156/250 | Current:   12466.00, New:   13575.10, Best:   12466.00
  LNS Iter  157/250 | Current:   12466.00, New:   13798.54, Best:   12466.00
  LNS Iter  158/250 | Current:   12466.00, New:   14325.96, Best:   12466.00
  LNS Iter  159/250 | Current:   12466.00, New:   13579.95, Best:   12466.00
  LNS Iter  160/250 | Current:   12466.00, New:   12956.23, Best:   12466.00
  LNS Iter  161/250 | Current:   12466.00, New:   13973.81, Best:   12466.00
  LNS Iter  162/250 | Current:   12466.00, New:   13009.35, Best:   12466.00
  LNS Iter  163/250 | Current:   12466.00, New:   13923.82, Best:   12466.00
  LNS Iter  164/250 | Current:   12466.00, New:   12336.86, Best:   12466.00 -> ACCEPTED (NEW BEST!)
  LNS Iter  165/250 | Current:   12336.86, New:   13377.73, Best:   12336.86
  LNS Iter  166/250 | Current:   12336.86, New:   13645.42, Best:   12336.86
  LNS Iter  167/250 | Current:   12336.86, New:   12560.01, Best:   12336.86
  LNS Iter  168/250 | Current:   12336.86, New:   12820.73, Best:   12336.86
  LNS Iter  169/250 | Current:   12336.86, New:   13173.31, Best:   12336.86
  LNS Iter  170/250 | Current:   12336.86, New:   13449.20, Best:   12336.86
  LNS Iter  171/250 | Current:   12336.86, New:   13169.05, Best:   12336.86
  LNS Iter  172/250 | Current:   12336.86, New:   13822.35, Best:   12336.86
  LNS Iter  173/250 | Current:   12336.86, New:   13446.88, Best:   12336.86
  LNS Iter  174/250 | Current:   12336.86, New:   13351.29, Best:   12336.86
  LNS Iter  175/250 | Current:   12336.86, New:   12841.96, Best:   12336.86
  LNS Iter  176/250 | Current:   12336.86, New:   13386.14, Best:   12336.86
  LNS Iter  177/250 | Current:   12336.86, New:   13915.58, Best:   12336.86
  LNS Iter  178/250 | Current:   12336.86, New:   12901.38, Best:   12336.86
  LNS Iter  179/250 | Current:   12336.86, New:   13338.58, Best:   12336.86
  LNS Iter  180/250 | Current:   12336.86, New:   14763.83, Best:   12336.86
  LNS Iter  181/250 | Current:   12336.86, New:   12626.97, Best:   12336.86
  LNS Iter  182/250 | Current:   12336.86, New:   12587.23, Best:   12336.86
  LNS Iter  183/250 | Current:   12336.86, New:   13203.53, Best:   12336.86
  LNS Iter  184/250 | Current:   12336.86, New:   13840.67, Best:   12336.86
  LNS Iter  185/250 | Current:   12336.86, New:   13635.11, Best:   12336.86
  LNS Iter  186/250 | Current:   12336.86, New:   13198.74, Best:   12336.86
  LNS Iter  187/250 | Current:   12336.86, New:   13107.30, Best:   12336.86
  LNS Iter  188/250 | Current:   12336.86, New:   14135.94, Best:   12336.86
  LNS Iter  189/250 | Current:   12336.86, New:   13539.92, Best:   12336.86
  LNS Iter  190/250 | Current:   12336.86, New:   14361.39, Best:   12336.86
  LNS Iter  191/250 | Current:   12336.86, New:   13616.26, Best:   12336.86
  LNS Iter  192/250 | Current:   12336.86, New:   12825.24, Best:   12336.86
  LNS Iter  193/250 | Current:   12336.86, New:   13740.18, Best:   12336.86
  LNS Iter  194/250 | Current:   12336.86, New:   14181.51, Best:   12336.86
  LNS Iter  195/250 | Current:   12336.86, New:   13091.78, Best:   12336.86
  LNS Iter  196/250 | Current:   12336.86, New:   12875.04, Best:   12336.86
  LNS Iter  197/250 | Current:   12336.86, New:   13323.38, Best:   12336.86
  LNS Iter  198/250 | Current:   12336.86, New:   12603.87, Best:   12336.86
