ID,Type,X,Y,Demand,Service Time,Early,Latest,Deadline,FE Cap,SE Cap
0,0,668807,1207736,0.0,0.0,0.0,0.0,0.0,2700.0,180.0
1,1,692154,1192598,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
2,1,692186,1192604,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
3,1,692181,1192611,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
4,1,689311,1193314,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
5,1,689302,1193289,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
6,1,689691,1194270,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
7,1,689104,1195943,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
8,1,689383,1201738,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
9,1,691928,1193132,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
10,1,694672,1193344,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
11,1,692179,1192620,0.0,15.0,0.0,0.0,0.0,2700.0,180.0
13,3,690207,1197901,2.0,5.0,0.0,660.0,720.0,2700.0,180.0
14,2,689339,1192755,3.0,5.0,0.0,660.0,0.0,2700.0,180.0
15,2,689019,1196374,1.0,5.0,0.0,660.0,0.0,2700.0,180.0
17,2,687646,1193510,2.0,5.0,0.0,660.0,0.0,2700.0,180.0
20,2,691346,1196322,2.0,5.0,0.0,660.0,0.0,2700.0,180.0
21,2,688217,1204006,1.0,5.0,0.0,660.0,0.0,2700.0,180.0
23,2,681771,1193588,1.0,5.0,0.0,660.0,0.0,2700.0,180.0
28,2,689997,1193897,3.0,5.0,0.0,660.0,0.0,2700.0,180.0
29,2,691958,1196591,5.0,5.0,0.0,660.0,0.0,2700.0,180.0
30,2,692714,1200265,2.0,5.0,0.0,660.0,0.0,2700.0,180.0
34,2,689013,1195960,3.0,5.0,0.0,660.0,0.0,2700.0,180.0
35,2,688743,1199215,4.0,5.0,0.0,660.0,0.0,2700.0,180.0
38,2,684925,1198347,1.0,5.0,0.0,660.0,0.0,2700.0,180.0
39,2,692795,1195896,5.0,5.0,0.0,660.0,0.0,2700.0,180.0
41,2,688176,1194670,4.0,5.0,0.0,660.0,0.0,2700.0,180.0
43,2,684762,1193674,3.0,5.0,0.0,660.0,0.0,2700.0,180.0
44,2,692335,1195465,2.0,5.0,0.0,660.0,0.0,2700.0,180.0
47,2,688247,1196405,2.0,5.0,0.0,660.0,0.0,2700.0,180.0
48,2,689306,1194224,1.0,5.0,0.0,660.0,0.0,2700.0,180.0
49,2,686299,1200680,5.0,5.0,0.0,660.0,0.0,2700.0,180.0
51,2,690702,1194240,3.0,5.0,0.0,660.0,0.0,2700.0,180.0
52,2,691182,1201307,3.0,5.0,0.0,660.0,0.0,2700.0,180.0
53,3,691067,1194949,4.0,5.0,0.0,660.0,840.0,2700.0,180.0
54,2,689427,1194029,3.0,5.0,0.0,660.0,0.0,2700.0,180.0
57,2,690419,1200508,2.0,5.0,0.0,660.0,0.0,2700.0,180.0
58,2,691098,1194462,1.0,5.0,0.0,660.0,0.0,2700.0,180.0
59,2,689768,1194127,3.0,5.0,0.0,660.0,0.0,2700.0,180.0
62,2,690069,1203761,2.0,5.0,0.0,660.0,0.0,2700.0,180.0
66,2,688456,1195400,1.0,5.0,0.0,660.0,0.0,2700.0,180.0
67,3,690825,1194517,4.0,5.0,0.0,660.0,720.0,2700.0,180.0
73,2,690382,1196094,2.0,5.0,0.0,660.0,0.0,2700.0,180.0
75,3,689060,1193687,3.0,5.0,0.0,660.0,840.0,2700.0,180.0
76,2,687345,1191931,5.0,5.0,0.0,660.0,0.0,2700.0,180.0
77,3,688113,1194550,2.0,5.0,0.0,660.0,840.0,2700.0,180.0
78,2,686238,1193497,2.0,5.0,0.0,660.0,0.0,2700.0,180.0
