ID,Type,X,Y,Demand,Service Time,Early,Latest,Deadline,FE Cap,SE Cap
0,0,695822,9773,0.0,0.0,0.0,0.0,0.0,750.0,160.0
1,1,690181,15939,0.0,15.0,0.0,0.0,0.0,750.0,160.0
2,1,690888,6681,0.0,15.0,0.0,0.0,0.0,750.0,160.0
3,1,691153,13865,0.0,15.0,0.0,0.0,0.0,750.0,160.0
4,1,692371,10629,0.0,15.0,0.0,0.0,0.0,750.0,160.0
5,1,695822,9773,0.0,15.0,0.0,0.0,0.0,750.0,160.0
6,1,695164,7822,0.0,15.0,0.0,0.0,0.0,750.0,160.0
7,3,697130,8087,1.0,5.0,60.0,180.0,540.0,750.0,160.0
8,3,697130,8087,1.0,5.0,180.0,300.0,540.0,750.0,160.0
9,3,697130,8087,1.0,5.0,180.0,300.0,540.0,750.0,160.0
10,3,697130,8087,1.0,5.0,180.0,300.0,540.0,750.0,160.0
14,3,698122,9422,1.0,5.0,60.0,180.0,540.0,750.0,160.0
20,3,695892,7106,2.0,5.0,180.0,300.0,540.0,750.0,160.0
26,3,697385,5109,2.0,5.0,300.0,420.0,900.0,750.0,160.0
29,3,697259,8223,1.0,5.0,60.0,180.0,780.0,750.0,160.0
30,3,697259,8223,1.0,5.0,60.0,180.0,540.0,750.0,160.0
43,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
44,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
45,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
46,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
47,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
48,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
49,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
50,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
51,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
52,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
53,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
54,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
55,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
56,3,695843,9763,1.0,5.0,60.0,180.0,540.0,750.0,160.0
57,3,694971,9650,5.0,5.0,180.0,300.0,420.0,750.0,160.0
59,3,697257,7241,1.0,5.0,60.0,180.0,420.0,750.0,160.0
72,3,695995,7450,1.0,5.0,660.0,780.0,900.0,750.0,160.0
78,3,695653,5056,1.0,5.0,180.0,300.0,540.0,750.0,160.0
87,3,696733,5357,1.0,5.0,60.0,180.0,540.0,750.0,160.0
91,3,696733,5357,1.0,5.0,60.0,180.0,540.0,750.0,160.0
92,3,696872,4334,1.0,5.0,60.0,180.0,540.0,750.0,160.0
93,3,696733,5357,1.0,5.0,60.0,180.0,540.0,750.0,160.0
104,3,698167,7916,1.0,5.0,60.0,180.0,540.0,750.0,160.0
105,3,697178,4208,3.0,5.0,60.0,180.0,780.0,750.0,160.0
116,3,704207,9653,5.0,5.0,60.0,180.0,420.0,750.0,160.0
197,3,697105,10771,1.0,5.0,180.0,300.0,540.0,750.0,160.0
198,3,694086,6312,1.0,5.0,60.0,180.0,540.0,750.0,160.0
204,3,695980,5647,4.0,5.0,60.0,180.0,540.0,750.0,160.0
207,3,696771,4455,1.0,5.0,180.0,300.0,540.0,750.0,160.0
210,3,696771,4455,1.0,5.0,180.0,300.0,780.0,750.0,160.0
213,3,694125,5502,5.0,5.0,660.0,780.0,900.0,750.0,160.0
218,3,694125,5502,5.0,5.0,660.0,780.0,900.0,750.0,160.0
220,3,696295,8398,2.0,5.0,60.0,180.0,540.0,750.0,160.0
222,3,700313,3834,1.0,5.0,60.0,180.0,540.0,750.0,160.0
241,3,695927,8847,2.0,5.0,60.0,180.0,540.0,750.0,160.0
244,3,697273,7079,5.0,5.0,660.0,780.0,900.0,750.0,160.0
262,3,696956,4973,1.0,5.0,60.0,180.0,540.0,750.0,160.0
271,3,695914,10134,1.0,5.0,60.0,180.0,540.0,750.0,160.0
275,3,697739,7925,1.0,5.0,60.0,180.0,780.0,750.0,160.0
280,3,695164,9281,5.0,5.0,60.0,180.0,900.0,750.0,160.0
281,3,696771,4455,1.0,5.0,60.0,180.0,420.0,750.0,160.0
291,3,696472,4884,1.0,5.0,60.0,180.0,540.0,750.0,160.0
296,3,695791,8909,1.0,5.0,60.0,180.0,540.0,750.0,160.0
300,3,694305,5214,4.0,5.0,60.0,180.0,540.0,750.0,160.0
302,3,697607,9754,1.0,5.0,60.0,180.0,540.0,750.0,160.0
306,3,693820,7047,1.0,5.0,60.0,180.0,540.0,750.0,160.0
307,3,695788,9566,1.0,5.0,60.0,180.0,540.0,750.0,160.0
313,3,696089,10405,1.0,5.0,180.0,300.0,420.0,750.0,160.0
