ID,Type,X,Y,Demand,Service Time,Early,Latest,Deadline,FE Cap,SE Cap
0,0,695822,9773,0.0,0.0,0.0,0.0,0.0,750.0,160.0
1,1,690181,15939,0.0,15.0,0.0,0.0,0.0,750.0,160.0
2,1,690888,6681,0.0,15.0,0.0,0.0,0.0,750.0,160.0
3,1,691153,13865,0.0,15.0,0.0,0.0,0.0,750.0,160.0
4,1,692371,10629,0.0,15.0,0.0,0.0,0.0,750.0,160.0
5,1,695822,9773,0.0,15.0,0.0,0.0,0.0,750.0,160.0
6,1,695164,7822,0.0,15.0,0.0,0.0,0.0,750.0,160.0
17,3,690226,5530,1.0,5.0,660.0,780.0,780.0,750.0,160.0
21,3,693314,5416,1.0,5.0,60.0,180.0,540.0,750.0,160.0
23,3,690226,5530,1.0,5.0,60.0,180.0,540.0,750.0,160.0
28,3,690567,10574,1.0,5.0,60.0,180.0,780.0,750.0,160.0
36,3,692561,8236,2.0,5.0,60.0,180.0,540.0,750.0,160.0
60,3,689589,9952,1.0,5.0,60.0,180.0,540.0,750.0,160.0
69,3,689862,5492,1.0,5.0,60.0,180.0,540.0,750.0,160.0
71,3,689862,5492,1.0,5.0,60.0,180.0,540.0,750.0,160.0
75,3,690876,6095,1.0,5.0,60.0,180.0,540.0,750.0,160.0
83,3,693539,7070,1.0,5.0,420.0,540.0,780.0,750.0,160.0
86,3,687483,8644,1.0,5.0,60.0,180.0,540.0,750.0,160.0
96,3,689862,5492,1.0,5.0,60.0,180.0,540.0,750.0,160.0
98,3,689862,5492,1.0,5.0,60.0,180.0,540.0,750.0,160.0
108,3,688468,8447,3.0,5.0,180.0,300.0,540.0,750.0,160.0
109,3,689179,9845,3.0,5.0,60.0,180.0,540.0,750.0,160.0
110,3,688775,9695,1.0,5.0,60.0,180.0,540.0,750.0,160.0
115,3,691439,7801,5.0,5.0,60.0,180.0,900.0,750.0,160.0
117,3,689344,9874,10.0,5.0,120.0,420.0,900.0,750.0,160.0
119,3,691185,7806,1.0,5.0,60.0,180.0,540.0,750.0,160.0
120,3,689344,9874,10.0,5.0,120.0,420.0,900.0,750.0,160.0
174,3,687779,4957,1.0,5.0,60.0,180.0,540.0,750.0,160.0
177,3,688484,6601,1.0,5.0,60.0,180.0,540.0,750.0,160.0
178,3,688484,6601,1.0,5.0,60.0,180.0,540.0,750.0,160.0
179,3,688484,6601,1.0,5.0,60.0,180.0,540.0,750.0,160.0
180,3,688484,6601,1.0,5.0,60.0,180.0,540.0,750.0,160.0
181,3,692108,7058,1.0,5.0,180.0,300.0,540.0,750.0,160.0
191,3,692561,8236,1.0,5.0,60.0,180.0,540.0,750.0,160.0
192,3,692401,9221,1.0,5.0,60.0,180.0,540.0,750.0,160.0
195,3,691656,7836,1.0,5.0,60.0,180.0,420.0,750.0,160.0
203,3,690736,11203,1.0,5.0,60.0,180.0,420.0,750.0,160.0
216,3,690412,5860,1.0,5.0,60.0,180.0,540.0,750.0,160.0
221,3,692108,7058,2.0,5.0,60.0,180.0,540.0,750.0,160.0
232,3,692977,6037,1.0,5.0,180.0,300.0,540.0,750.0,160.0
252,3,693672,5674,1.0,5.0,60.0,180.0,540.0,750.0,160.0
255,3,693306,6616,1.0,5.0,180.0,300.0,540.0,750.0,160.0
257,3,687921,8579,1.0,5.0,60.0,180.0,540.0,750.0,160.0
258,3,687921,8579,1.0,5.0,60.0,180.0,540.0,750.0,160.0
259,3,687921,8579,1.0,5.0,60.0,180.0,540.0,750.0,160.0
260,3,687921,8579,1.0,5.0,60.0,180.0,540.0,750.0,160.0
263,3,689043,10095,1.0,5.0,180.0,300.0,780.0,750.0,160.0
268,3,692977,6037,2.0,5.0,180.0,300.0,540.0,750.0,160.0
272,3,689867,7813,1.0,5.0,180.0,300.0,540.0,750.0,160.0
276,3,692673,8743,2.0,5.0,60.0,180.0,540.0,750.0,160.0
277,3,688288,5020,1.0,5.0,60.0,180.0,540.0,750.0,160.0
282,3,687829,5286,1.0,5.0,60.0,180.0,540.0,750.0,160.0
293,3,692375,10272,5.0,5.0,60.0,180.0,540.0,750.0,160.0
294,3,691070,7575,1.0,5.0,60.0,180.0,540.0,750.0,160.0
295,3,691516,5575,5.0,5.0,60.0,180.0,540.0,750.0,160.0
298,3,692515,6716,5.0,5.0,180.0,300.0,540.0,750.0,160.0
301,3,689284,9576,1.0,5.0,60.0,180.0,540.0,750.0,160.0
305,3,691002,7023,1.0,5.0,60.0,180.0,540.0,750.0,160.0
318,3,690203,6097,1.0,5.0,60.0,180.0,540.0,750.0,160.0
322,3,688918,9938,1.0,5.0,180.0,300.0,540.0,750.0,160.0
323,3,690664,5080,1.0,5.0,180.0,300.0,420.0,750.0,160.0
326,3,693376,6560,1.0,5.0,180.0,300.0,540.0,750.0,160.0
328,3,690651,5052,1.0,5.0,180.0,300.0,540.0,750.0,160.0
329,3,692094,9113,1.0,5.0,180.0,300.0,540.0,750.0,160.0
