ID,Type,X,Y,Demand,Service Time,Early,Latest,Deadline,FE Cap,SE Cap
0,0,695822,9773,0.0,0.0,0.0,0.0,0.0,750.0,160.0
1,1,690181,15939,0.0,15.0,0.0,0.0,0.0,750.0,160.0
2,1,690888,6681,0.0,15.0,0.0,0.0,0.0,750.0,160.0
3,1,691153,13865,0.0,15.0,0.0,0.0,0.0,750.0,160.0
4,1,692371,10629,0.0,15.0,0.0,0.0,0.0,750.0,160.0
5,1,695822,9773,0.0,15.0,0.0,0.0,0.0,750.0,160.0
6,1,695164,7822,0.0,15.0,0.0,0.0,0.0,750.0,160.0
11,3,689788,18377,5.0,5.0,60.0,180.0,540.0,750.0,160.0
12,3,689967,13882,3.0,5.0,60.0,180.0,540.0,750.0,160.0
13,3,689788,18377,2.0,5.0,660.0,780.0,780.0,750.0,160.0
15,3,690503,17445,5.0,5.0,180.0,300.0,540.0,750.0,160.0
19,3,687899,18967,1.0,5.0,60.0,180.0,540.0,750.0,160.0
24,3,689370,17993,1.0,5.0,60.0,180.0,540.0,750.0,160.0
25,3,688345,19296,4.0,5.0,660.0,780.0,780.0,750.0,160.0
32,3,691855,17041,2.0,5.0,300.0,420.0,780.0,750.0,160.0
33,3,692263,18363,10.0,5.0,480.0,780.0,780.0,750.0,160.0
34,3,692263,18363,10.0,5.0,480.0,780.0,780.0,750.0,160.0
35,3,689463,18270,1.0,5.0,60.0,180.0,540.0,750.0,160.0
37,3,689212,17735,2.0,5.0,180.0,300.0,540.0,750.0,160.0
38,3,691855,17041,4.0,5.0,60.0,180.0,780.0,750.0,160.0
39,3,689195,14459,5.0,5.0,60.0,180.0,540.0,750.0,160.0
41,3,689497,17758,5.0,5.0,540.0,660.0,900.0,750.0,160.0
42,3,691858,17888,1.0,5.0,60.0,180.0,540.0,750.0,160.0
58,3,681501,13994,1.0,5.0,60.0,180.0,540.0,750.0,160.0
61,3,690600,13921,2.0,5.0,60.0,180.0,540.0,750.0,160.0
62,3,690600,13921,2.0,5.0,60.0,180.0,540.0,750.0,160.0
63,3,690600,13921,2.0,5.0,60.0,180.0,540.0,750.0,160.0
64,3,690600,13921,2.0,5.0,60.0,180.0,540.0,750.0,160.0
65,3,690600,13921,2.0,5.0,60.0,180.0,540.0,750.0,160.0
66,3,690600,13921,2.0,5.0,60.0,180.0,540.0,750.0,160.0
67,3,690600,13921,2.0,5.0,60.0,180.0,540.0,750.0,160.0
68,3,688830,18467,1.0,5.0,60.0,180.0,540.0,750.0,160.0
70,3,692026,17921,3.0,5.0,180.0,300.0,780.0,750.0,160.0
73,3,689088,18250,1.0,5.0,60.0,180.0,540.0,750.0,160.0
79,3,691071,19108,1.0,5.0,60.0,180.0,780.0,750.0,160.0
80,3,691035,18861,1.0,5.0,180.0,300.0,540.0,750.0,160.0
81,3,691061,15306,1.0,5.0,60.0,180.0,540.0,750.0,160.0
94,3,691000,17405,1.0,5.0,180.0,300.0,540.0,750.0,160.0
95,3,691035,18861,1.0,5.0,180.0,300.0,540.0,750.0,160.0
97,3,690351,13143,2.0,5.0,60.0,180.0,540.0,750.0,160.0
103,3,690544,16007,1.0,5.0,60.0,180.0,900.0,750.0,160.0
106,3,688984,20122,1.0,5.0,60.0,180.0,780.0,750.0,160.0
107,3,690544,16007,2.0,5.0,60.0,180.0,540.0,750.0,160.0
111,3,690278,15759,1.0,5.0,60.0,180.0,420.0,750.0,160.0
112,3,690278,15759,1.0,5.0,60.0,180.0,420.0,750.0,160.0
113,3,689265,16143,2.0,5.0,60.0,180.0,540.0,750.0,160.0
114,3,691035,18861,1.0,5.0,180.0,300.0,780.0,750.0,160.0
118,3,690923,14467,2.0,5.0,60.0,180.0,540.0,750.0,160.0
122,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
123,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
124,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
125,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
126,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
127,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
128,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
129,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
130,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
131,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
132,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
133,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
134,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
135,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
136,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
137,3,690707,14093,1.0,5.0,60.0,180.0,540.0,750.0,160.0
